Hospital Name,Address,CITY,STATE,PIN CODE,PPN / NON PPN
Global Maxx Multi Speciality Hospital,"5-2/1 Saraswathi Nagar, Opp Indian Oil Petrol Pump",Karimnagar,TELANGANA,505001,NON PPN
Srinivas Gastro And Liver Care Hospital,"5-6-743, Opp GPO Office,",Nizamabad,TELANGANA,503001,NON PPN
Puthalath Eye Hospital,"Mini By Pass Road, Kalluthan Kadavu, Puthiyara",KOZHIKODE,KERALA,673004,NON PPN
Harsha Sai Eye Hospital,"5-4-9, Dwaraka Nagar, Opp Saraswathi Nagar",Nizamabad,TELANGANA,503003,NON PPN
Mina Multi Speciality Hospital,"10-3-14/A/4, Lane Opp Humayun Nagar Police Station, Humayunnagar",HYDERABAD,TELANGANA,500028,NON PPN
Shubhshree Multi Speciality Hospital,"Near Railway Station, Dehu Road, Main Market, Mavel",PUNE,MAHARASHTRA,412101,NON PPN
Sharma Hospital,"30, Adarsh Nagar, Near Old Bus Stand",BHIWANI,HARYANA,127021,NON PPN
Punjab Cancer Care And Multi Speciality Hospital,"Gonjana Road, Near Tinkoni, Opp Dayal Kidney Hospital",BHATINDA,PUNJAB,151001,NON PPN
BR Hospital,"10 - 12 Alamaran Street, Steward Pet, Thiruttani",TIRUVALLUR,TAMILNADU,631209,NON PPN
Italiya Hospital,"2nd Floor, Shayona Building, Opp Sangam Doctor House, Jay Gangeshwar Society,
Varachha",SURAT,GUJARAT,395006,NON PPN
Geeta Hospital,"3, Ambe Nagar, Near Ganjanad Complex, Gundala Road, Mundra,",KACHCHH,GUJARAT,370421,NON PPN
Magdum Multi Speciality Hospital,"Sawant Plots, Near Civil Hospital, Garpir Chowk, Sangli, Miraj",SANGLI,MAHARASHTRA,416416,NON PPN
Sri Sai Hospital,"Thirumala Chitra Mandir, Cross Road, Phulong",Nizamabad,TELANGANA,503002,NON PPN
Loona Nursing Home,"Near Railway Crossing, Sito Road, Sunder Nagari, Model Town",FIROZPUR,PUNJAB,152116,NON PPN
Kalrav Children Hospital And NICU,"2nd Floor, Ashapuri Trade Centre, Detroj Road, Opp Sefali Cinema",KADI,GUJARAT,382715,NON PPN
Brindha Hospital,"3-3-188, Savaran Steel, Near Nehru Statue, Christian Colony",Karimnagar,TELANGANA,505001,NON PPN
Aadhya Childrens Hospital,"6-6-326, 1st Floor, Beside Raja Theatre, Sainnagar",Karimnagar,TELANGANA,505001,NON PPN
New Life Hospital,"424- 431, 4th Floor, Royal Arcade, Opp Deepkamal Mall, Sarthana Jakat Naka,
Sarthana",SURAT,GUJARAT,395006,NON PPN
Apex Hospital,"6-6-326, Sai Nagar, Beside Raja Theater",Karimnagar,TELANGANA,505001,NON PPN
Sacred Heart Mission Hospital,"Railway Station Road, Pullur PO, Pullur, Irinjalakuda",Thrissur,KERALA,680683,NON PPN
Param Child Care Hospital,"423-426, Platinum Point, Opp CNG Gas Pump, Sudama Chowk, Motavarachha",SURAT,GUJARAT,394101,NON PPN
Maxicure Hospital,"8-7-89/13, Plot No 12-14, Chaitanya Nagar Colony, Karmanghat",Hyderabad,TELANGANA,500070,NON PPN
Anil Surgicare Hospital,"1-4-5/2, Bayamma Thota Lane, Rajendra Nagar, Opp Sethy Complex",Mahbubnagar,TELANGANA,509001,NON PPN
Radha Krishan Nursing Home,"Plot No 12B, Industrial Area,Cheeka",KAITHAL,HARYANA,136034,NON PPN
Vivekanand Hospital,"Mukhani Chouraha, Near Shiv Mandir, Kaladhungi Road",HALDWANI,UTTARAKHAND,263139,NON PPN
Yashasvi Hospital,"17, 1st Floor, Shakti Towers, Above Bhoomi Mart Opp. Billabong School, Jankalyan-
CharkopRoad, Marve Road, Jankalyan Nagar, Kharodi, Malad West",MUMBAI,MAHARASHTRA,400095,NON PPN
Shlok Multispeciality Hospital,"Opp Shri Mai Mandir, City Centre, Mai Mandir Road",NADIAD,GUJARAT,387002,NON PPN
Lotus Hospital For Women And Children,"3-11-140, Plot 62, RTC Colony, Hayathnagar",HYDERABAD,TELANGANA,500068,NON PPN
Sai Hospital & Laparoscopic Surgery Centre,"Abohar Hanumangarh Road, Near DAV College, New Twp, Civil Line, Abohar",FIROZPUR,PUNJAB,152116,NON PPN
Waluj Hospital,"494, Gate No 181, Waluj Mahanagar, Bajaj Nagar",AURANGABAD,MAHARASHTRA,431136,NON PPN
Christ Hospital,"Jyoti Nagar, Tukum,",CHANDRAPUR,MAHARASHTRA,442401,NON PPN
Dhruv Orthopaedic And Surgical Hospital,"20-21-22, Shital Shopping Centre, Ground Floor, Bhatar Road ,",SURAT,GUJARAT,395017,NON PPN
Kalinga Institute of Medical Sciences KIMS,"KIIT Campus, 5, KIIT Road, Patia","BHUBANESWA
R",ORISSA,751024,NON PPN
Sampoorna Rege Hospital,"Dand-Apta road, Chambarli, Rasayani, Mohopada,Dist. Khalapur,",RAIGARH,MAHARASHTRA,410222,NON PPN
Shri Hospital A Unit of Kulti Healthcare,"43N, College Road, GT Road East, Near Reliance Petrol Punp, Barabani, Kulti",ASANSOL,WEST BENGAL,713359,NON PPN
Vasu Eye Institute And Skin Centre,"Near Beri Wala Baba, Bhati Road, Sarabha Nagar",BHATINDA,PUNJAB,151001,NON PPN
Smile Institute of Child Health,"Ramdaspeth, Birla road,Akola,In Front of Tilak Park,",AKOLA,MAHARASHTRA,444001,NON PPN
Alpha Multispeciality Hospital,"Opp Gajanan Vasahat, Sangamner Road, Northen Branch, Shrirmapur, nil",AHMEDNAGAR,MAHARASHTRA,413709,NON PPN
Meera Multispeciality Hospital,"2, Prakash Nagar, Jalgaon Road, Jamner,nil",JALGAON,MAHARASHTRA,424206,NON PPN
SRR Gastro And Liver Hospital,"6-6-528/529, Sahethnagar, Mancherial, Chowrastha,",Karimnagar,TELANGANA,505001,NON PPN
Dr Raman Goyal Eye and Maternity Hospital,"Near Tara Palace Hotel, Kamiana Gate, Old Cantt Road",FARIDKOT,PUNJAB,151203,NON PPN
Yogi Multispeciality Hospital,"3rd Floor, Laksh Plazza Near Amroli Char Rasta, Amroli,Near Kanaiya Dairy,",SURAT,GUJARAT,394107,NON PPN
Riddhi Siddhi Eye Care Hospital,"Opp SK Hospital, Radhakishanpura Road",SIKAR,RAJASTHAN,332001,NON PPN
Anil Neerukonda Hospital,"Sangivalasa, Bheemiunpatnam, 3 Polamamba Temple,","VISAKHAPATN
AM",ANDHRA PRADESH,531162,NON PPN
Sri Ganesh Multi Speciality Hospital,"4-120/3-1, Janma Bhoomi Nagag,Dist. Mancherial,",Warangal,TELANGANA,504208,NON PPN
Maharaja Hospital,"Opp Punjab National Bank, Near Radhika Cinema, Circular Road,",REWARI,HARYANA,123401,NON PPN
Legend Hospital,"Plot No.7, Huda Sai Nagar,NH-9, Sushma Theatre, Vanasthalipuram,nil",HYDERABAD,TELANGANA,500070,NON PPN
Vivekanand Multispeciality Hospital Beed,"Vachanalaya Road, Opp Patrakar Bhavan New Bhaji Mandi, near S T Bus Stand,nil",BEED,MAHARASHTRA,431122,NON PPN
Janta Multi Speciality Hospital,"Opp Jat School, Kaithail Karnal Road,Ashoka Garden Colony",KAITHAL,HARYANA,136027,NON PPN
SK Hospital,"Thiruvananthapuram - Neyyar Dam Road, Edapazhanji, Near Asianet Satellite
Communication",TRIVANDRUM,KERALA,695006,NON PPN
Sunrise Multispeciality Hospital,"25/700, Srinivasa Nagar, Beside Viajya Bank, Dist. Kurnool,Near National Degree
College,",NANDYAL,ANDHRA PRADESH,518501,NON PPN
Lions Karnavati Shantaben Vishnubhai Patel Eye Hospital,"Off S P ring Road, Gota Vadsar Road, At Ognaj Village, Tal Daskroi,nil",AHMEDABAD,GUJARAT,380060,PPN
Sai Ortho And Eye Care,"A-501, A Wing, 5Th floor, NeetiGaurav Complex, Ramdaspeta, Central Bazar Road,",NAGPUR,MAHARASHTRA,440010,NON PPN
Sumalti Surgical Hospital,"9, Vidyanagar, Dhule Road,Borkar Complex,nil",DHULE,MAHARASHTRA,424001,NON PPN
Talwar Nursing Home,"Under Railway Fly Over, Hisar Road, Court Colony, Mansa Road",SIRSA,HARYANA,125055,NON PPN
Anaya Hospital,"Opp IG College, Karnal Road, Keorak",KAITHAL,HARYANA,136027,NON PPN
OP Jindal Institute Of Cancer And Research Centre,"Near ITI Chowk, Mahavir Colony, New Model Town Exyension",HISAR,HARYANA,125005,NON PPN
Chirayu Multi Speciality Hospital,"402-406, Swastik Plaza, Yogi Chowk Ground, Punagam",SURAT,GUJARAT,395010,NON PPN
Gelvi Nursing Home,"3/155 Byrmal Street, Nandyal",KURNOOL,ANDHRA PRADESH,518501,NON PPN
"Venkateshwara Kidney Centre And Multi Speciality
Hospital","Ambedkar Road Beside TDP Office, Vavilalapally",Karimnagar,TELANGANA,505001,NON PPN
Grace Orthocare And Multispeciality Hospital,"15, Rajiv Nagar, Somalwada, Wardha Road,nil",NAGPUR,MAHARASHTRA,440025,NON PPN
Gelivi Hospital,"3/155, Byrmal Street, Dist. Kurnool, nil",NANDYAL,ANDHRA PRADESH,512501,NON PPN
Vijayalakshmi Medical Centre VMC,"Chakkaraparambhu, NH Bypass, Vennala P.O., Kochi,Near Hotel Holiday Inn,",ERNAKULAM,KERALA,682028,NON PPN
Krishna Children Hospital,"405-7, Anupam Arcade, BRTS Canal Road, Opp Amazia Amusement Park,",SURAT,GUJARAT,395010,NON PPN
"Krishna Multispeciality Hospital And Trauma Care Centre
Visnagar","Shraddha Complex, near Dwarkesh complex, near Railway crossing,Visnagar Ambaji
Highway,Visnagar,",MEHSANA,GUJARAT,384315,PPN
Pawananjali Hospital,"Near Babail Chowk, Sanoli Road, Chawla Colony",PANIPAT,HARYANA,132103,NON PPN
Singla Surgical Hospital,"2 & 3, Dhuri Road, Behind Gurudwara, Mehal Mubarik",SANGRUR,PUNJAB,148001,NON PPN
Sri Vishnu Super Speciality Hospital,"H.No. 5-6-743, Opp Central Liabrary, Khaleelwadi, nil",Nizamabad,TELANGANA,503001,NON PPN
Sri Rama Hospital,"6-6-656/3, Opp Adarshanagar Board, Choppadandi Road,nil",Karimnagar,TELANGANA,505001,NON PPN
Medicare Multispeciality Hospital Pusad,"Behind Ramdev Baba Patrol Pump, Nagpur Road,Dist. Yavatmal,",NAGPUR,MAHARASHTRA,445204,NON PPN
Padmavathi Hospital,"6-2-4/1, Siddavatam Road, Badvel",KADAPA,ANDHRA PRADESH,516227,NON PPN
Krishna Maternity And Nursing Home,"43-5-53, Railway New Colony, D Nagar , nil","VISAKHAPATN
AM",ANDHRA PRADESH,530016,NON PPN
Joseph Sahayam Multi Speciality Hospital,"179/3, Ganesa Puram Road, Chidambara Nagar, Kottar, Kanyakumari",NAGERCOIL,TAMILNADU,629001,NON PPN
RK Hospital For Women And Children Pvt Ltd,"No. 7, 1st Street, VOC Nagar, nil",THANJAVUR,TAMILNADU,61307,NON PPN
Krishna Hospital,"No:377, Main Road, Sattur,","VIRUDHUNAG
AR",TAMILNADU,626203,NON PPN
Seven Sister Hospital And Research Centre,"Bapuji Nagar, Goalpara,Opp Sp Office,",TINSUKIA,ASSAM,783121,NON PPN
Kalia Eye & Maternity Hospital,"Opp Manjit Palace,Near Baba Kheterpal Mandir, Opposite to Delhi Gate",FIROZPUR,PUNJAB,152002,NON PPN
Yugandhar Multispeciality Hospital,"283\1B, Hotgi Road, Majrewadi, Kolgiri Nagar,nil",SOLAPUR,MAHARASHTRA,413224,NON PPN
Tirupur Aadhaar Medical Centre Pvt Ltd,"541,543/338-34, Puspha Theatre Bus Stop, Avinashi Road,Near Railway Station,",TIRUPPUR,TAMILNADU,641602,NON PPN
Shekhar Hospital,"Plot No. 2, Deendayal Nagar, Padole Layout,nil",NAGPUR,MAHARASHTRA,440022,NON PPN
Nimach Bundi Eye Hospital,"Police Line Road, Near Emmanvel School,",BUNDI,RAJASTHAN,323001,NON PPN
Guwahati Eye Clinic And Research Centre,"Opposite Hanuman Mandir, Near Lachitnagar Bus Stop, GS Road, Kamrup",GUWAHATI,ASSAM,781001,NON PPN
Lower Assam Hospital And Research Centre Bongaigaon,"North Bangaigaan Chapaguri Road North,nil",TINSUKIA,ASSAM,783380,NON PPN
Vijayam Hospital And Fertility Centre,"70, Medavakkam Main Road, Venkateswara Nagar, Keelkattalai,",KANCHIPURAM,TAMILNADU,600117,NON PPN
R Gagan Gestro Care,"100 Feet Road, North Estate, Kamla Nehru Colony, Near Rehans MArket",BHATINDA,PUNJAB,151001,NON PPN
Veena Hospital,"8/132, West Pudhur Nasiyanur,",ERODE,TAMILNADU,638107,NON PPN
Ahmednagar Apple Multispeciality Hospital,"Vadgaon Gupta road, Gajanan Colony, Navnagapur MIDC,nil",AHMEDNAGAR,MAHARASHTRA,414110,NON PPN
Shri Guru Devam Children Hospital,"C-401, Astha Square, Vip Circle, Utran, Near Kapodra Utran Bridge,",SURAT,GUJARAT,394105,NON PPN
Khalsa Multi Speciality Hospital And Trauma Centre,"Inside Churamani Hospital Complex, Near Camp Chowk, Delhi Road",HISAR,HARYANA,125001,NON PPN
Malik Hospital,"145-A, Old Court Road, nil",HANSI,HARYANA,125033,NON PPN
Orivision Nursing Home,"Plot No:22,, Somalwada Besa Road, Panchtara Society, Manish Nagar, near
Mahalaxmi Mandir,nil",NAGPUR,MAHARASHTRA,440025,NON PPN
Langhe Hospital,"6092, Ecogram Road , Shikrapur ,Tq- Shirur, nil",PUNE,MAHARASHTRA,412208,PPN
Shree Vighnaharta Superspeciality Hospital,"21, Abhushan , Ranapratap Colony, Deopur,Near Jai Hind Volony,",DHULE,MAHARASHTRA,424002,NON PPN
Dattakashi Hospital,"227, Shaniwar Pith, Devi Chowk, Near Rajawada,",SATARA,MAHARASHTRA,415002,NON PPN
Lifeline Multi Speciality Hospital,"25 Acre Extension, Near Fountain Chowk, Near LIC Office",BARNALA,PUNJAB,148101,NON PPN
Aayush Hospital,"1442, Naigaon Chowk, Kunjirwadi, Taluka Haveli",PUNE,MAHARASHTRA,412201,NON PPN
Rainbow Emergency Hospital,"Ashraf Clinic Complex, SP Verma Road, Near Doordarshan,",PATNA,BIHAR,800001,NON PPN
Safe Super Speciality Hospitals,"Plot No. 1-4, Survey No.40, Patbaseerabad, Suchitra X Road, Kompally, Behind
Ramalyam,",HYDERABAD,TELANGANA,500067,NON PPN
Max Care Hospital Sangareddy,"H. No. 3-240/1, GMR Complex, Gautham Nagar, Patancheru,Dist. Sanga Reddy,",PATANCHERU,TELANGANA,502319,NON PPN
Drishtikunj Netralaya,"2 & 3rd Floor, D.S. Business Park Saguna More, Baily Road,Near KFC,",PATNA,BIHAR,801503,NON PPN
Kingsway Hospital,"44, Kingsway, Near Kasturchand Park",NAGPUR,MAHARASHTRA,440001,NON PPN
Vajra Hospitals,"Plot No. 1/S Part, Narapally, Warangal Highway Road, Medchal Dist., nil",HYDERABAD,TELANGANA,501301,NON PPN
Deep Nursing Home,"College Road, Sidana Street, Barnala City",BARNALA,PUNJAB,148101,NON PPN
Sahara Multi Speciality Hospital,"Near Ragho Majra Puli, Nirola Colony, Lower Mall",PATIALA,PUNJAB,147001,NON PPN
Dr Sanjay Multi Speciality Hospital,"Madhya Marg, Opp Govt Hospital, Rohtak Delhi Road, Metro Pillar No 881","BAHADURGAR
H",HARYANA,124507,NON PPN
"Matoshree Multispeciality Hospital Advance Affordable
Ethical","Shop No 10/11/ 14/15, Trupati Icon, Plot No 425, Sector 20, Near Central Bank,
Kamothe, Raigad",NAVI MUMBAI,MAHARASHTRA,410209,PPN
Shree Om Sai Hospital,"Poornima Bus Stop, Near Icici Bank, Kalyan,nil",THANE,MAHARASHTRA,421301,PPN
Anand Netralaya,"Office number2, charbhuja apartment, Opposite disha hotel Kharodi naka virar
west,Bolinj,Palghar,",THANE,MAHARASHTRA,401303,PPN
"Vijay Advanced Pain Clinic ( Indo British Advanced Pain
Clinic)","284/A, Road No.12, MLA Colony, Banjara Hills,",HYDERABAD,TELANGANA,500034,NON PPN
Vihaan Heart Care Private Limited,"3rd Floor, Above Gokul ICU, Vivekanand General Hospital, Deshpande Nagar,Dist.
Dharwad,",HUBLI,KARNATAKA,580029,NON PPN
RKD Multi Speciality Hospital,"Patiala Chowk, Kaithal Road, Near ITI Gate",JIND,HARYANA,126102,NON PPN
Moga Medicity Multi Speciality Hospital,"Near Radha Vallabh Mandir, Dutt Road, Dutt Road, Civil Lines, Shanti Nagar",MOGA,PUNJAB,142001,NON PPN
Yatharth Super Speciality Hospital,"Sector 1, Noida Extension Greater Noida (West)","GREATER
NOIDA",UTTAR PRADESH,201306,PPN
Peacock Hospitals Private Limited,"No 5, Arakkonam Road, Tiruttani,Opp VKC Mahal, Steward Pet, Thiruttani",TIRUVALLUR,TAMILNADU,631209,NON PPN
Santhi Hospital,"427, Anna salai, Rasipuram,Dist. Namakkal,",RASIPURAM,TAMILNADU,637408,NON PPN
Pushpanjali Multispeciality Hospital Pvt Ltd,"Bhagwat Nagar, 90 feet Road,Near Bhagwat Milan Mandir,",PATNA,BIHAR,800026,NON PPN
Sri Guru Harkrishan Sahib Advanced Eye Care Centre,"Pakhowal Road, Near Omaxe Flats, Top Enclave",LUDHIANA,PUNJAB,142022,PPN
Ashoka Medicover Hospital,"113/2, Plot No 2, Wadala, Parab Nagar, Indira Nagar",NASIK,MAHARASHTRA,422009,PPN
JK Speciality Hospital,"No.8/3, Sompura Vill.,Agalakuppe Road, Dabaspet, Bangalore Rural Dist.,","NELAMANGAL
A",KARNATAKA,562111,NON PPN
New Neelachala Hospital,"Goilundi Kamapalli, Dist. Ganjam,Ganjam,Near Nandi Ghosh Apartment,",BERHAMPUR,ORISSA,760004,NON PPN
Apex Heart Hospital Pvt Ltd,"No. 9A, Salvam Nagar, MC Road, Near Ganpathy Nagar Bus Stop,",THANJAVUR,TAMILNADU,613007,NON PPN
Dashmesh Hospital,"20-B, New Dashmesh Colony, Near ITI, Rajpura",PATIALA,PUNJAB,140401,NON PPN
Chandra Hospital,"7-4-58/1/A, Opp Electricity Office, Venkateshwara Colony",Mahbubnagar,TELANGANA,509001,NON PPN
Khushi Hospital,"Near Bus Stand, Village Narwana, Khedar, Narwana",JIND,HARYANA,125121,NON PPN
Dr Rajesh Tewari Eye Centre,"41, Tagore Villa, Chakrata Road, Near Bindal Bridge",DEHRADUN,UTTARAKHAND,248001,NON PPN
Giri Pushpa Aarogya Hospital,"B-13, Adarsh Nagar, Cantonment, near Meerut College",MEERUT,UTTAR PRADESH,250001,NON PPN
Jaipur Hospital,"Behind Distict Court, Rishi Nagar",KAITHAL,HARYANA,136027,NON PPN
Relax Hospital,"Emporium Lane, Ranihat, nil",CUTTACK,ORISSA,753001,NON PPN
Rani Hospital,"27, Vazhudhavur Road, Near Rajiv Gandhi Statue,",PONDICHERRY,PONDICHERRY,605009,NON PPN
Holy Cross Hospital Pvt Ltd (Prashanti Hospital),"Vourt Road, Plot No. 22, Dist. Malappuram, nil",MANJERI,KERALA,676121,NON PPN
Jawaharlal Nehru Cancer Hospital And Research Centre,"PB No.32, Idgah Hills, Near Lal Ghati,",BHOPAL,MADHYA PRADESH,462001,NON PPN
Nirbhay Hospital,"Opp Power House, NH-71, Main Rewari Road,",JHAJJAR,HARYANA,124108,NON PPN
Bhim Nursing Home,"Handiaya Bazar Road, Near Railway Station",BARNALA,PUNJAB,148101,NON PPN
Sandeep Eye Hospital,"11-25-1, 80 Feet Road, Bank Colony, Near Bharti Degree College",Warangal,TELANGANA,506002,NON PPN
Global Hospital,"1-2, 4th Floor, Global Point, Sarthana Jakatnaka,Near Navjivan Restaurant,",SURAT,GUJARAT,395006,NON PPN
Jindal Hospital,"Sec-17 Huda, Jagadhri","YAMUNA
NAGAR",HARYANA,135001,NON PPN
Life Line Nursing Home,"Erashal P.O Math, Chandipur Purba,nil",MEDINIPUR,WEST BENGAL,721659,NON PPN
Arun Nursing Home,"No 131,V.O.C. Street,",TIRUNELVELI,TAMILNADU,627006,NON PPN
Millenium Hospitals Pvt Ltd,"N-1/258, IRC VILLAGE, CRP SQUER, NAYAPALLI,Near CRP Square,","BHUBANESWA
R",ORISSA,751015,NON PPN
Eshan Hospitals Pvt Ltd,"E-1, Rampur Garden, Opp Vikas Bhawan,",BAREILLY,UTTAR PRADESH,243001,NON PPN
Surya Multispeciality Hospital & Trauma Centre,"514, Kaseru Buxer, Main Mawana Road,nil",MEERUT,UTTAR PRADESH,250001,NON PPN
Lakshmi Hospital,"17/751, Chittur Rd, Durga Nagar, Kenathuparambu",PALAKKAD,KERALA,678013,NON PPN
Bavishi Eye Hospital,"2nd Floor, Near Rashtriya Shala, Vidya Nagar Main Road, Manhar Plot, Bhakti Nagar",RAJKOT,GUJARAT,360001,NON PPN
Melvin Jones Lions Eye Hospital,"Buxi Bazar, Khalashi Lane, nil",CUTTACK,ORISSA,753001,NON PPN
Maa Durga Nursing Home,"145, NH-2, Rajbagh,Dist. Burdwan,",DURGAPUR,WEST BENGAL,713212,NON PPN
CD Global Hospital,"897/4, Main Rohtak Road, Mundka,Opp Metro Pillar No. 492,",NEW DELHI,DELHI,110041,PPN
Dr Sasi Eye Care,"5/1 Perumal Kovil Street, Alagapuram, Swarnapuri",SALEM,TAMILNADU,636004,NON PPN
Apollo Medics Super Speciality Hospital,"KBC-31, Sector -B, LDA Colony",LUCKNOW,UTTAR PRADESH,226012,NON PPN
Sri Kethana Multi Speciality Hospital,"10-16/1, Beside Royal Bawarchi Hotel, Vidya Nagar Colony, Sangareddy",SANGAREDDY,TELANGANA,502296,NON PPN
Central Medical Centre,"Near Dabra Chowk, Bank Colony, Delhi Road",HISAR,HARYANA,125001,NON PPN
NIMS Hospital,"13/1 A, Near Dhantoli Garden, Khare Marg, Opposite Balbharti Office",NAGPUR,MAHARASHTRA,440012,NON PPN
Kavya Women Hospital And Laproscopy Centre,"4th floor, V Plaza, Katargam,Opp Laxmi Enclave,",SURAT,GUJARAT,395004,NON PPN
NJ Damania Sarvajanik Hospital,"Talav Road, Khatriwad, Gandevi, nil",NAVSARI,GUJARAT,396360,NON PPN
Dharmanandan Orthopaedic Hospital,"3rd And 5th Floor, Subham Arcade, Sarthana, nil",SURAT,GUJARAT,395006,NON PPN
Srusti Hospital,"Plot No.9, Katha Gola, Mangalabag, Near Pupular Nursing Home,",CUTTACK,ORISSA,753001,NON PPN
C N Hospital,"50/760, Birla Guest House Compound, B Camp, Krishna Reddy Nagar",KURNOOL,ANDHRA PRADESH,518001,NON PPN
North East Medical Care And Research Centre,"Guwahati Shillong Road, 11th Mile, Bhangagarh, Kamrup",GUWAHATI,ASSAM,781005,NON PPN
Shiba Surgery And Urology Centre,"Wayanad Road, nil",CALICUT,KERALA,673001,NON PPN
Shanti Devi GI Institute And Advanced Enddoscopy Centre,"Sector 13, Peer Baba Road, Urban Estate, Under Dabra Chowk Flyover",HISAR,HARYANA,125005,NON PPN
"Veeraiah Chowdary Ortho Trauma & Multi Specialty
Hospital","Over Bridge Entrance, Vinukonda Road, Venkat Reddy Nagar, Narasaraopeta",GUNTUR,ANDHRA PRADESH,522601,NON PPN
Niyati Hospital,"10-12, Toral Complex, Gandhinagar,Ice Factory, Mahindra Mill Road,",KALOL,GUJARAT,382721,NON PPN
Yadav Hospital,"Near Rohtak Road Phatak, Charkhi Dadri, Near Railway Phatak, Charkhi Dadri",BHIWANI,HARYANA,127306,NON PPN
Kapil Hospital,"National Highway 73/A, Yamuna Nagar Road, Jagadhari","YAMUNA
NAGAR",HARYANA,135003,NON PPN
Kirti Hospital,"Park Road, Rk Puram,",KAITHAL,HARYANA,136027,NON PPN
Chandigarh Eye Care,"2H/102, Opposite Shani Mandir, Bahadurpur Housing Colony, Bhootnath Road",PATNA,BIHAR,800026,NON PPN
S Mehta Surgical And Maternity Hospital,"Behind Old Bus Stand, Jyoti Nagar, Thanesar",KURUSHESTRA,HARYANA,136118,NON PPN
VR Multi Speciality Hospital,"D No 44/166 - 167, Opp Maremma Temple, Prakash Nagar, Sunkesula Road",KURNOOL,ANDHRA PRADESH,518002,NON PPN
Sanjivini Multi Speciality Hospital,"Circular Road, MC Colony, Meham Gate, Near Chaudhary Petrol Pump",BHIWANI,HARYANA,127021,NON PPN
Balaji Hospital,"Link Road, Mall Road, Adjoining Church",KARNAL,HARYANA,132001,NON PPN
Sri Swastik Multi Speciality Hospital,"1-103/3, Bachupally, Nizampet Road, Medchal Malkajigiri, Qutubullapur, Nizampet",HYDERABAD,TELANGANA,500090,NON PPN
The Signature Advanced Super Speciality Hospital,"Sec 37D, BPTP, Dwarka Expressway",GURUGRAM,HARYANA,122001,PPN
Shree Naman Health Care Unit Of Namaha Health Care,"Naman Plaza, SV Road, Kandivali West",MUMBAI,MAHARASHTRA,400067,NON PPN
Aadvik Hospital,"Ramnagri More, Ashiyana Digha Main Road, Opp Central Revenue Colony",PATNA,BIHAR,800025,NON PPN
Carmel Hospital,"Ashokapuram, Aluva,nil",ERNAKULAM,KERALA,683101,NON PPN
Vijya Laxmi Hospital,"Vijya Laxmi Hills, F-1,1st Floor, opp.gujrat gas com., Adajan gam,nil",SURAT,GUJARAT,395009,NON PPN
Maxwell Super Multi Speciality Hospital Pvt Ltd,"NH-2, Near Toll Tax Plaza Dafi,nil",VARANASI,UTTAR PRADESH,221005,NON PPN
Dr S S Tantia Memorial Hospital,"Tantia University Campus, Hanumangarh Road, Near RIICO Bus Stand,","SRIGANGANAG
AR",RAJASTHAN,335002,NON PPN
Anantram Memorial Cuttack Nursing Home,"Plot no. 1015, Mir Kamal Patna, Mangalabag,, nil",CUTTACK,ORISSA,753001,NON PPN
Hazaribagh Anand Hospital And Research Centre,"Opposite Panch Mandir Gate, Kasai Mohallah",HAZARIBAGH,JHARKHAND,825301,NON PPN
Jai Prakash Hospital And Research Center,"Dayanand Nagar, Dandiapali, Vedvyas, Raghunathapali, Sundergarh",ROURKELA,ORISSA,769004,NON PPN
Harsha Hospital,"75-1-7, Prakashnagar,nil","RAJAHMUNDR
Y",ANDHRA PRADESH,533103,NON PPN
Surya Hospital,"Vill. Nerna, P.O. Raja Ka Talab, Tehsil Nurpur,nil",KANGRA,HIMACHAL PRADESH,176051,NON PPN
Vidhya Hospital And Research Centre VHRC,"Station Road, Gadarwara,nil",NARSINGHPUR,MADHYA PRADESH,487551,NON PPN
Maa Tarini Nursing Home,"ADM SQUARE, BALESWAR,nil",BALASORE,ORISSA,756001,NON PPN
Navjeevan Multi Speciality Hospital,"Moradabad Road, Jaspur Modh, Near Police Chowki, Sarwar Khera, Kashipur","UDHAMSINGH
NAGAR",UTTARAKHAND,244713,NON PPN
